"","study","subj","resp","rt","evidence","absevi","signevi","prevsignevi","prevabsevi","prevsignabsevi","prevresp","prevconf","conf","prevrespconf","accuracy"
"163","Law_unpub",2,"1",0.141983032226562,0.505,0.505,1,"-1",1,-1,"-1",1,1,-1,1
"164","Law_unpub",2,"1",0.146522045135498,0.01,0.01,1,"1",0.505,0.505,"1",1,1,1,1
"165","Law_unpub",2,"1",0.247064113616943,0.01,0.01,1,"1",0.01,0.01,"1",1,1,1,1
"166","Law_unpub",2,"1",0.708635091781616,0.505,0.505,1,"1",0.01,0.01,"1",1,0.34,1,1
"167","Law_unpub",2,"0",0.568803071975708,-0.2575,0.2575,-1,"1",0.505,0.505,"1",0.34,1,0.34,1
"168","Law_unpub",2,"1",0.213699102401733,0.2575,0.2575,1,"-1",0.2575,-0.2575,"-1",1,0.34,-1,1
"169","Law_unpub",2,"0",1.07792496681213,0.01,0.01,1,"1",0.2575,0.2575,"1",0.34,0.34,0.34,0
"170","Law_unpub",2,"1",0.377005100250244,0.01,0.01,1,"1",0.01,0.01,"-1",0.34,0.34,-0.34,1
"171","Law_unpub",2,"1",0.761462926864624,0.505,0.505,1,"1",0.01,0.01,"1",0.34,0.01,0.34,1
"172","Law_unpub",2,"0",0.627992153167725,-1,1,-1,"1",0.505,0.505,"1",0.01,1,0.01,1
"173","Law_unpub",2,"1",0.347487926483154,0.505,0.505,1,"-1",1,-1,"-1",1,1,-1,1
"174","Law_unpub",2,"0",0.791792869567871,-0.7525,0.7525,-1,"1",0.505,0.505,"1",1,0.01,1,1
"175","Law_unpub",2,"0",0.327577114105225,0.01,0.01,1,"-1",0.7525,-0.7525,"-1",0.01,0.01,-0.01,0
"176","Law_unpub",2,"0",0.408636808395386,-0.505,0.505,-1,"1",0.01,0.01,"-1",0.01,0.01,-0.01,1
"177","Law_unpub",2,"1",0.358412027359009,-1,1,-1,"-1",0.505,-0.505,"-1",0.01,0.01,-0.01,0
"178","Law_unpub",2,"0",0.564750909805298,-1,1,-1,"-1",1,-1,"1",0.01,0.01,0.01,1
"179","Law_unpub",2,"1",0.754776000976562,0.505,0.505,1,"-1",1,-1,"-1",0.01,0.67,-0.01,1
"180","Law_unpub",2,"0",1.33603978157043,0.2575,0.2575,1,"1",0.505,0.505,"1",0.67,1,0.67,0
"181","Law_unpub",2,"0",0.515236139297485,-1,1,-1,"1",0.2575,0.2575,"-1",1,1,-1,1
"182","Law_unpub",2,"0",1.50376677513123,-1,1,-1,"-1",1,-1,"-1",1,1,-1,1
"183","Law_unpub",2,"1",0.340342998504639,0.505,0.505,1,"-1",1,-1,"-1",1,1,-1,1
"184","Law_unpub",2,"0",0.183501005172729,-1,1,-1,"1",0.505,0.505,"1",1,1,1,1
"185","Law_unpub",2,"1",0.115386962890625,0.505,0.505,1,"-1",1,-1,"-1",1,1,-1,1
"186","Law_unpub",2,"1",0.692862987518311,-0.01,0.01,-1,"1",0.505,0.505,"1",1,0.01,1,0
"187","Law_unpub",2,"0",0.62296199798584,-0.505,0.505,-1,"-1",0.01,-0.01,"1",0.01,1,0.01,1
"188","Law_unpub",2,"1",0.341388940811157,-0.7525,0.7525,-1,"-1",0.505,-0.505,"-1",1,1,-1,0
"189","Law_unpub",2,"0",0.336616039276123,0.01,0.01,1,"-1",0.7525,-0.7525,"1",1,1,1,0
"190","Law_unpub",2,"0",0.571881055831909,-0.01,0.01,-1,"1",0.01,0.01,"-1",1,0.01,-1,1
"191","Law_unpub",2,"0",0.522929906845093,-0.505,0.505,-1,"-1",0.01,-0.01,"-1",0.01,0.01,-0.01,1
"192","Law_unpub",2,"0",0.513528823852539,-1,1,-1,"-1",0.505,-0.505,"-1",0.01,1,-0.01,1
"193","Law_unpub",2,"0",0.255054950714111,-1,1,-1,"-1",1,-1,"-1",1,1,-1,1
"194","Law_unpub",2,"0",0.293559074401855,-0.505,0.505,-1,"-1",1,-1,"-1",1,1,-1,1
"195","Law_unpub",2,"0",0.249431848526001,-1,1,-1,"-1",0.505,-0.505,"-1",1,1,-1,1
"196","Law_unpub",2,"1",0.301839113235474,0.505,0.505,1,"-1",1,-1,"-1",1,1,-1,1
"197","Law_unpub",2,"0",0.778720855712891,-0.2575,0.2575,-1,"1",0.505,0.505,"1",1,1,1,1
"198","Law_unpub",2,"0",1.37644791603088,-0.01,0.01,-1,"-1",0.2575,-0.2575,"-1",1,0.01,-1,1
"199","Law_unpub",2,"0",0.673996925354004,0.01,0.01,1,"-1",0.01,-0.01,"-1",0.01,0.01,-0.01,0
"200","Law_unpub",2,"1",0.415751934051514,0.505,0.505,1,"1",0.01,0.01,"-1",0.01,1,-0.01,1
"201","Law_unpub",2,"0",0.910646200180054,-0.01,0.01,-1,"1",0.505,0.505,"1",1,0.34,1,1
"202","Law_unpub",2,"0",0.801435947418213,0.505,0.505,1,"-1",0.01,-0.01,"-1",0.34,0.01,-0.34,0
"203","Law_unpub",2,"0",1.00339293479919,-0.7525,0.7525,-1,"1",0.505,0.505,"-1",0.01,0.67,-0.01,1
"204","Law_unpub",2,"1",0.579837799072266,1,1,1,"-1",0.7525,-0.7525,"-1",0.67,1,-0.67,1
"205","Law_unpub",2,"0",0.204009056091309,-1,1,-1,"1",1,1,"1",1,1,1,1
"206","Law_unpub",2,"1",0.883177042007446,-0.505,0.505,-1,"-1",1,-1,"-1",1,0.67,-1,0
"207","Law_unpub",2,"1",0.591608047485352,1,1,1,"-1",0.505,-0.505,"1",0.67,0.67,0.67,1
"208","Law_unpub",2,"1",0.608703851699829,0.505,0.505,1,"1",1,1,"1",0.67,0.01,0.67,1
"209","Law_unpub",2,"1",0.917141914367676,0.7525,0.7525,1,"1",0.505,0.505,"1",0.01,0.01,0.01,1
"210","Law_unpub",2,"1",0.494946956634521,0.2575,0.2575,1,"1",0.7525,0.7525,"1",0.01,0.01,0.01,1
"211","Law_unpub",2,"1",0.362381935119629,0.01,0.01,1,"1",0.2575,0.2575,"1",0.01,0.01,0.01,1
"212","Law_unpub",2,"0",0.52181601524353,-0.505,0.505,-1,"1",0.01,0.01,"1",0.01,0.01,0.01,1
"213","Law_unpub",2,"1",0.152384996414185,0.01,0.01,1,"-1",0.505,-0.505,"-1",0.01,0.01,-0.01,1
"214","Law_unpub",2,"0",0.143123149871826,-0.01,0.01,-1,"1",0.01,0.01,"1",0.01,0.01,0.01,1
"215","Law_unpub",2,"1",0.580741167068481,-0.505,0.505,-1,"-1",0.01,-0.01,"-1",0.01,0.01,-0.01,0
"216","Law_unpub",2,"0",0.91694188117981,-0.01,0.01,-1,"-1",0.505,-0.505,"1",0.01,0.01,0.01,1
"217","Law_unpub",2,"1",0.175715208053589,0.01,0.01,1,"-1",0.01,-0.01,"-1",0.01,0.01,-0.01,1
"218","Law_unpub",2,"0",0.274610042572021,0.505,0.505,1,"1",0.01,0.01,"1",0.01,0.01,0.01,0
