"","study","subj","resp","rt","evidence","absevi","signevi","prevsignevi","prevabsevi","prevsignabsevi","prevresp","prevconf","conf","prevrespconf","accuracy"
"1","Adler_2018_Expt1_taskB",1,"0",1.41200554978423,0.029962371106714,0.029962371106714,1,"1",0.133521838991045,0.133521838991045,"1",0.34,0.01,0.34,0
"2","Adler_2018_Expt1_taskB",1,"1",1.31720440108256,-0.0161316381713268,0.0161316381713268,-1,"1",0.029962371106714,0.029962371106714,"-1",0.01,0.01,-0.01,0
"3","Adler_2018_Expt1_taskB",1,"1",1.55188010871279,0.354434204039698,0.354434204039698,1,"-1",0.0161316381713268,-0.0161316381713268,"1",0.01,0.34,0.01,1
"4","Adler_2018_Expt1_taskB",1,"1",0.779431923074299,0.0131867808230599,0.0131867808230599,1,"1",0.354434204039698,0.354434204039698,"1",0.34,0.01,0.34,1
"5","Adler_2018_Expt1_taskB",1,"0",1.24131370595569,0.0749293392930861,0.0749293392930861,1,"1",0.0131867808230599,0.0131867808230599,"1",0.01,0.01,0.01,0
"6","Adler_2018_Expt1_taskB",1,"1",0.822730774438241,-0.0216715100215506,0.0216715100215506,-1,"1",0.0749293392930861,0.0749293392930861,"-1",0.01,0.01,-0.01,0
"7","Adler_2018_Expt1_taskB",1,"1",0.969998954446055,0.0173858273121792,0.0173858273121792,1,"-1",0.0216715100215506,-0.0216715100215506,"1",0.01,0.01,0.01,1
"8","Adler_2018_Expt1_taskB",1,"1",1.00669444553205,-0.0520826264620374,0.0520826264620374,-1,"1",0.0173858273121792,0.0173858273121792,"1",0.01,0.01,0.01,0
"9","Adler_2018_Expt1_taskB",1,"1",1.87780496080813,-0.0506081935468991,0.0506081935468991,-1,"-1",0.0520826264620374,-0.0520826264620374,"1",0.01,0.01,0.01,0
"10","Adler_2018_Expt1_taskB",1,"1",0.869473225742695,0.125766513827001,0.125766513827001,1,"-1",0.0506081935468991,-0.0506081935468991,"1",0.01,0.01,0.01,1
"11","Adler_2018_Expt1_taskB",1,"0",1.41908229681212,0.0393847608207765,0.0393847608207765,1,"1",0.125766513827001,0.125766513827001,"1",0.01,0.01,0.01,0
"12","Adler_2018_Expt1_taskB",1,"1",0.840786181212025,0.195071763498532,0.195071763498532,1,"1",0.0393847608207765,0.0393847608207765,"-1",0.01,0.01,-0.01,1
"13","Adler_2018_Expt1_taskB",1,"1",0.872140997409588,0.0793118345995031,0.0793118345995031,1,"1",0.195071763498532,0.195071763498532,"1",0.01,0.01,0.01,1
"14","Adler_2018_Expt1_taskB",1,"1",1.03820962309328,0.32108040261724,0.32108040261724,1,"1",0.0793118345995031,0.0793118345995031,"1",0.01,0.34,0.01,1
"15","Adler_2018_Expt1_taskB",1,"0",0.960797098614421,-0.0394161465388889,0.0394161465388889,-1,"1",0.32108040261724,0.32108040261724,"1",0.34,0.01,0.34,1
"16","Adler_2018_Expt1_taskB",1,"1",1.26418187801028,-0.0482275060866966,0.0482275060866966,-1,"-1",0.0394161465388889,-0.0394161465388889,"-1",0.01,0.01,-0.01,0
"17","Adler_2018_Expt1_taskB",1,"1",0.680159578801977,-0.0113349912696439,0.0113349912696439,-1,"-1",0.0482275060866966,-0.0482275060866966,"1",0.01,0.01,0.01,0
"18","Adler_2018_Expt1_taskB",1,"0",0.888222355784819,0.304109455978448,0.304109455978448,1,"-1",0.0113349912696439,-0.0113349912696439,"1",0.01,0.01,0.01,0
"19","Adler_2018_Expt1_taskB",1,"1",0.821556608523679,0.0147706462986091,0.0147706462986091,1,"1",0.304109455978448,0.304109455978448,"-1",0.01,0.01,-0.01,1
"20","Adler_2018_Expt1_taskB",1,"1",0.902252371586656,-0.0103764897445208,0.0103764897445208,-1,"1",0.0147706462986091,0.0147706462986091,"1",0.01,0.01,0.01,0
"21","Adler_2018_Expt1_taskB",1,"1",0.88623932714836,0.0111557171955348,0.0111557171955348,1,"-1",0.0103764897445208,-0.0103764897445208,"1",0.01,0.01,0.01,1
"22","Adler_2018_Expt1_taskB",1,"1",0.95291950693354,0.0575045216547757,0.0575045216547757,1,"1",0.0111557171955348,0.0111557171955348,"1",0.01,0.01,0.01,1
"23","Adler_2018_Expt1_taskB",1,"0",1.17225793291436,0.0643185981801513,0.0643185981801513,1,"1",0.0575045216547757,0.0575045216547757,"1",0.01,0.01,0.01,0
"24","Adler_2018_Expt1_taskB",1,"1",2.2675542775105,-0.0105322745198055,0.0105322745198055,-1,"1",0.0643185981801513,0.0643185981801513,"-1",0.01,0.01,-0.01,0
"25","Adler_2018_Expt1_taskB",1,"1",0.749609520076774,-0.0711224983710002,0.0711224983710002,-1,"-1",0.0105322745198055,-0.0105322745198055,"1",0.01,0.01,0.01,0
"26","Adler_2018_Expt1_taskB",1,"1",0.94397166350609,-0.0482943848687062,0.0482943848687062,-1,"-1",0.0711224983710002,-0.0711224983710002,"1",0.01,0.01,0.01,0
"27","Adler_2018_Expt1_taskB",1,"1",0.729277302645642,-0.0256068076445645,0.0256068076445645,-1,"-1",0.0482943848687062,-0.0482943848687062,"1",0.01,0.01,0.01,0
"28","Adler_2018_Expt1_taskB",1,"1",0.755610242344119,0.170209600524214,0.170209600524214,1,"-1",0.0256068076445645,-0.0256068076445645,"1",0.01,0.01,0.01,1
"29","Adler_2018_Expt1_taskB",1,"0",0.983966429310385,-0.0181779551593316,0.0181779551593316,-1,"1",0.170209600524214,0.170209600524214,"1",0.01,0.01,0.01,1
"30","Adler_2018_Expt1_taskB",1,"1",0.911247040530725,0.0106332078704447,0.0106332078704447,1,"-1",0.0181779551593316,-0.0181779551593316,"-1",0.01,0.01,-0.01,1
"31","Adler_2018_Expt1_taskB",1,"1",0.862592119585315,0.0597939490518257,0.0597939490518257,1,"1",0.0106332078704447,0.0106332078704447,"1",0.01,0.01,0.01,1
"32","Adler_2018_Expt1_taskB",1,"1",0.911831076620729,0.123897070400164,0.123897070400164,1,"1",0.0597939490518257,0.0597939490518257,"1",0.01,0.01,0.01,1
"33","Adler_2018_Expt1_taskB",1,"1",0.879362390383903,0.207776400981236,0.207776400981236,1,"1",0.123897070400164,0.123897070400164,"1",0.01,0.01,0.01,1
"34","Adler_2018_Expt1_taskB",1,"0",1.14176105001752,-0.0142154520928421,0.0142154520928421,-1,"1",0.207776400981236,0.207776400981236,"1",0.01,0.01,0.01,1
"35","Adler_2018_Expt1_taskB",1,"1",0.702552439772262,0.0180550433949734,0.0180550433949734,1,"-1",0.0142154520928421,-0.0142154520928421,"-1",0.01,0.01,-0.01,1
