Unnamed: 0,study,subj,resp,rt,evidence,absevi,signevi,prevsignevi,prevabsevi,prevsignabsevi,prevresp,prevconf,conf,prevrespconf,accuracy,criterion_fluctuations
3804,Recht_unpub,3,0,3.512380838,-0.01,0.01,-1,-1,0.01,-0.01,1,0.01,0.01,0.01,1,-0.14149767
3805,Recht_unpub,3,0,9.324828863,-0.01,0.01,-1,-1,0.01,-0.01,-1,0.01,0.01,-0.01,1,-0.12837481
3806,Recht_unpub,3,1,1.431674004,-0.01,0.01,-1,-1,0.01,-0.01,-1,0.01,0.01,-0.01,0,-0.05939396
3807,Recht_unpub,3,0,7.914295912,-1.0,1.0,-1,-1,0.01,-0.01,1,0.01,0.01,0.01,1,-0.056437556
3808,Recht_unpub,3,0,2.171765089,-1.0,1.0,-1,-1,1.0,-1.0,-1,0.01,0.01,-0.01,1,-0.029175486
3809,Recht_unpub,3,1,1.051414013,-1.0,1.0,-1,-1,1.0,-1.0,-1,0.01,0.01,-0.01,0,0.033829167
3810,Recht_unpub,3,0,1.681528091,1.0,1.0,1,-1,1.0,-1.0,1,0.01,1.0,0.01,0,-0.0052284515
3811,Recht_unpub,3,1,1.061579943,1.0,1.0,1,1,1.0,1.0,-1,1.0,1.0,-1.0,1,0.06657116
3812,Recht_unpub,3,1,1.101384163,1.0,1.0,1,1,1.0,1.0,1,1.0,0.01,1.0,1,0.12629916
3813,Recht_unpub,3,1,1.081408024,-1.0,1.0,-1,1,1.0,1.0,1,0.01,1.0,0.01,0,0.18941212
3814,Recht_unpub,3,1,0.701250076,0.01,0.01,1,-1,1.0,-1.0,1,1.0,1.0,1.0,1,0.16997854
3815,Recht_unpub,3,1,0.231081009,-1.0,1.0,-1,1,0.01,0.01,1,1.0,1.0,1.0,0,0.11481774
3816,Recht_unpub,3,0,0.82130599,-0.01,0.01,-1,-1,1.0,-1.0,1,1.0,1.0,1.0,1,-0.024614817
3817,Recht_unpub,3,0,0.971432924,1.0,1.0,1,-1,0.01,-0.01,-1,1.0,0.01,-1.0,0,-0.092747755
3818,Recht_unpub,3,1,1.891818047,0.01,0.01,1,1,1.0,1.0,-1,0.01,0.01,-0.01,1,-0.056869853
3819,Recht_unpub,3,0,1.671511173,1.0,1.0,1,1,0.01,0.01,1,0.01,0.01,0.01,0,-0.087305285
3820,Recht_unpub,3,1,1.351529121,0.01,0.01,1,1,1.0,1.0,-1,0.01,1.0,-0.01,1,-0.009210272
3821,Recht_unpub,3,1,2.261965036,-1.0,1.0,-1,1,0.01,0.01,1,1.0,1.0,1.0,0,0.015707828
3822,Recht_unpub,3,0,1.951677084,0.01,0.01,1,-1,1.0,-1.0,1,1.0,0.01,1.0,0,-0.055736188
3823,Recht_unpub,3,0,1.531518936,0.01,0.01,1,1,0.01,0.01,-1,0.01,0.01,-0.01,0,-0.05910064
3824,Recht_unpub,3,1,1.761801958,0.01,0.01,1,1,0.01,0.01,-1,0.01,1.0,-0.01,1,0.003580942
3825,Recht_unpub,3,1,0.971503019,0.01,0.01,1,1,0.01,0.01,1,1.0,1.0,1.0,1,0.019274756
3826,Recht_unpub,3,1,0.591272831,1.0,1.0,1,1,0.01,0.01,1,1.0,1.0,1.0,1,-0.021028057
3827,Recht_unpub,3,1,0.881314993,1.0,1.0,1,1,1.0,1.0,1,1.0,1.0,1.0,1,-0.077045776
3828,Recht_unpub,3,1,0.811319113,1.0,1.0,1,1,1.0,1.0,1,1.0,1.0,1.0,1,-0.15065245
3829,Recht_unpub,3,0,2.632058144,-0.01,0.01,-1,1,1.0,1.0,1,1.0,0.01,1.0,1,-0.2531145
3830,Recht_unpub,3,0,1.131393909,-1.0,1.0,-1,-1,0.01,-0.01,-1,0.01,1.0,-0.01,1,-0.3016044
3831,Recht_unpub,3,0,1.031342983,0.01,0.01,1,-1,1.0,-1.0,-1,1.0,1.0,-1.0,0,-0.3503435
3832,Recht_unpub,3,0,1.181388855,-1.0,1.0,-1,1,0.01,0.01,-1,1.0,1.0,-1.0,1,-0.3806248
3833,Recht_unpub,3,0,1.011434078,0.01,0.01,1,-1,1.0,-1.0,-1,1.0,0.01,-1.0,0,-0.4146757
3834,Recht_unpub,3,0,0.861433983,-0.01,0.01,-1,1,0.01,0.01,-1,0.01,1.0,-0.01,1,-0.42898026
3835,Recht_unpub,3,0,1.091390848,-0.01,0.01,-1,-1,0.01,-0.01,-1,1.0,1.0,-1.0,1,-0.42130393
3836,Recht_unpub,3,0,0.801230907,-1.0,1.0,-1,-1,0.01,-0.01,-1,1.0,1.0,-1.0,1,-0.39572415
3837,Recht_unpub,3,0,1.210587978,-0.01,0.01,-1,-1,1.0,-1.0,-1,1.0,1.0,-1.0,1,-0.3848518
3838,Recht_unpub,3,0,1.101418018,-1.0,1.0,-1,-1,0.01,-0.01,-1,1.0,1.0,-1.0,1,-0.34923258
3839,Recht_unpub,3,0,0.801290035,-1.0,1.0,-1,-1,1.0,-1.0,-1,1.0,1.0,-1.0,1,-0.3210918
3840,Recht_unpub,3,1,0.761394024,1.0,1.0,1,-1,1.0,-1.0,-1,1.0,1.0,-1.0,1,-0.2902326
3841,Recht_unpub,3,0,0.740906,-0.01,0.01,-1,1,1.0,1.0,1,1.0,1.0,1.0,1,-0.32015207
3842,Recht_unpub,3,0,0.811176062,-1.0,1.0,-1,-1,0.01,-0.01,-1,1.0,1.0,-1.0,1,-0.3012054
3843,Recht_unpub,3,1,0.901466846,1.0,1.0,1,-1,1.0,-1.0,-1,1.0,1.0,-1.0,1,-0.2833486
3844,Recht_unpub,3,0,1.211565971,-0.01,0.01,-1,1,1.0,1.0,1,1.0,0.01,1.0,1,-0.32623667
3845,Recht_unpub,3,0,1.011402845,-0.01,0.01,-1,-1,0.01,-0.01,-1,0.01,0.01,-0.01,1,-0.32642195
3846,Recht_unpub,3,1,1.241571903,0.01,0.01,1,-1,0.01,-0.01,-1,0.01,1.0,-0.01,1,-0.28280795
3847,Recht_unpub,3,0,1.431431055,-0.01,0.01,-1,1,0.01,0.01,1,1.0,0.01,1.0,1,-0.3335694
