Unnamed: 0,study,subj,resp,rt,evidence,absevi,signevi,prevsignevi,prevabsevi,prevsignabsevi,prevresp,prevconf,conf,prevrespconf,accuracy,criterion_fluctuations
9012,Denison_2018,5,0,0.218044932000339,-0.0598745293893131,0.0598745293893131,-1,-1,0.0207341713192243,-0.0207341713192243,-1,0.67,0.67,-0.67,1,-0.54486513
9013,Denison_2018,5,0,0.182799421003438,-0.0484978549398481,0.0484978549398481,-1,-1,0.0598745293893131,-0.0598745293893131,-1,0.67,0.67,-0.67,1,-0.54005706
9014,Denison_2018,5,0,0.27912361396011,-0.0371683983510323,0.0371683983510323,-1,-1,0.0484978549398481,-0.0484978549398481,-1,0.67,0.67,-0.67,1,-0.5359214
9015,Denison_2018,5,1,0.175887768040411,0.206526747912776,0.206526747912776,1,-1,0.0371683983510323,-0.0371683983510323,-1,0.67,0.67,-0.67,1,-0.51961917
9016,Denison_2018,5,0,0.308901072014123,0.0821002562351232,0.0821002562351232,1,1,0.206526747912776,0.206526747912776,1,0.67,0.67,0.67,0,-0.5692215
9017,Denison_2018,5,0,0.226282911025919,0.0736489443941123,0.0736489443941123,1,1,0.0821002562351232,0.0821002562351232,-1,0.67,0.67,-0.67,0,-0.5924243
9018,Denison_2018,5,0,0.527863307041116,0.0241553345629482,0.0241553345629482,1,1,0.0736489443941123,0.0736489443941123,-1,0.67,0.67,-0.67,0,-0.5910014
9019,Denison_2018,5,0,0.469535248936154,0.041987685677601,0.041987685677601,1,1,0.0241553345629482,0.0241553345629482,-1,0.67,0.67,-0.67,0,-0.5847894
9020,Denison_2018,5,1,0.277979169040918,0.585889312336055,0.585889312336055,1,1,0.041987685677601,0.041987685677601,-1,0.67,0.67,-0.67,1,-0.5565642
9021,Denison_2018,5,0,0.84513124008663,-0.0318205278916545,0.0318205278916545,-1,1,0.585889312336055,0.585889312336055,1,0.67,0.67,0.67,1,-0.5635161
9022,Denison_2018,5,0,0.212705063982867,-0.0195092174027147,0.0195092174027147,-1,-1,0.0318205278916545,-0.0318205278916545,-1,0.67,0.67,-0.67,1,-0.5682875
9023,Denison_2018,5,0,0.204142960952595,-0.0112081004681314,0.0112081004681314,-1,-1,0.0195092174027147,-0.0195092174027147,-1,0.67,0.67,-0.67,1,-0.56789464
9024,Denison_2018,5,0,0.226906653959304,0.201907416955036,0.201907416955036,1,-1,0.0112081004681314,-0.0112081004681314,-1,0.67,0.67,-0.67,0,-0.5670928
9025,Denison_2018,5,0,0.440159403020516,-0.0123826609278096,0.0123826609278096,-1,1,0.201907416955036,0.201907416955036,-1,0.67,0.67,-0.67,1,-0.5003986
9026,Denison_2018,5,1,0.771288036950864,-0.0441571951113617,0.0441571951113617,-1,-1,0.0123826609278096,-0.0123826609278096,-1,0.67,0.67,-0.67,0,-0.4034423
9027,Denison_2018,5,1,0.218768178950995,0.38206411399768,0.38206411399768,1,-1,0.0441571951113617,-0.0441571951113617,1,0.67,0.67,0.67,1,-0.41898328
9028,Denison_2018,5,0,0.735549784032628,0.0203400209856137,0.0203400209856137,1,1,0.38206411399768,0.38206411399768,1,0.67,0.67,0.67,0,-0.44730648
9029,Denison_2018,5,0,0.43228942505084,0.128176245718716,0.128176245718716,1,1,0.0203400209856137,0.0203400209856137,-1,0.67,0.67,-0.67,0,-0.4235402
9030,Denison_2018,5,1,0.256390121998265,-0.0836148667605343,0.0836148667605343,-1,1,0.128176245718716,0.128176245718716,-1,0.67,0.67,-0.67,0,-0.31591976
9031,Denison_2018,5,1,0.241840408998542,0.0606520040764251,0.0606520040764251,1,-1,0.0836148667605343,-0.0836148667605343,1,0.67,0.67,0.67,1,-0.30595225
9032,Denison_2018,5,1,0.139287643949501,0.367380867515998,0.367380867515998,1,1,0.0606520040764251,0.0606520040764251,1,0.67,0.67,0.67,1,-0.34408617
9033,Denison_2018,5,0,0.0641967629780993,-0.0455632531084341,0.0455632531084341,-1,1,0.367380867515998,0.367380867515998,1,0.67,0.67,0.67,1,-0.37860906
9034,Denison_2018,5,0,0.270291989087127,-0.0764562283100145,0.0764562283100145,-1,-1,0.0455632531084341,-0.0455632531084341,-1,0.67,0.67,-0.67,1,-0.36354384
9035,Denison_2018,5,1,0.258520637988113,0.0182696031874049,0.0182696031874049,1,-1,0.0764562283100145,-0.0764562283100145,-1,0.67,0.67,-0.67,1,-0.30805275
9036,Denison_2018,5,1,0.219074463937432,0.437305960858342,0.437305960858342,1,1,0.0182696031874049,0.0182696031874049,1,0.67,0.67,0.67,1,-0.32597244
9037,Denison_2018,5,1,0.388571680057794,0.205296442467931,0.205296442467931,1,1,0.437305960858342,0.437305960858342,1,0.67,0.67,0.67,1,-0.3245242
9038,Denison_2018,5,1,0.913065199041739,0.197609803756384,0.197609803756384,1,1,0.205296442467931,0.205296442467931,1,0.67,0.67,0.67,1,-0.33418757
9039,Denison_2018,5,1,0.263626609928906,0.659761854185346,0.659761854185346,1,1,0.197609803756384,0.197609803756384,1,0.67,0.67,0.67,1,-0.36634868
9040,Denison_2018,5,1,0.336445849970914,0.294004850789989,0.294004850789989,1,1,0.659761854185346,0.659761854185346,1,0.67,0.67,0.67,1,-0.38483378
9041,Denison_2018,5,0,0.497878493973985,-0.0196960774688382,0.0196960774688382,-1,1,0.294004850789989,0.294004850789989,1,0.67,0.67,0.67,1,-0.41902062
9042,Denison_2018,5,1,0.720054003060795,0.135985786357439,0.135985786357439,1,-1,0.0196960774688382,-0.0196960774688382,-1,0.67,0.67,-0.67,1,-0.40629342
9043,Denison_2018,5,0,0.808194397948682,-0.0486991502983892,0.0486991502983892,-1,1,0.135985786357439,0.135985786357439,1,0.67,0.67,0.67,1,-0.45740765
9044,Denison_2018,5,0,0.2562167000724,-0.0607539396979073,0.0607539396979073,-1,-1,0.0486991502983892,-0.0486991502983892,-1,0.67,0.67,-0.67,1,-0.4707256
