"study","subj","mean_conf","sd_conf","sd_criterion_fluctuations","a","sigmasq","mu_x"
"Shekhar_2021","18_Shekhar_2021",0.809361864951768,0.267104320204678,0.628136762712568,0.8918172,0.19358413,0.39854026
"Shekhar_2021","19_Shekhar_2021",0.585474019292605,0.3143618273876,0.327327456325734,0.8770028,0.09327958,0.2833679
"Shekhar_2021","20_Shekhar_2021",0.344907909967846,0.253834212377193,0.494616597981983,0.951704,0.047683615,0.049899615
"Siedlecka_2021","1_Siedlecka_2021",0.796887567756601,0.261122295646067,0.362253130836858,0.8881008,0.07759157,0.012354818
"Siedlecka_2021","3_Siedlecka_2021",0.780527778590445,0.1898075359177,0.36494495027997,0.87407684,0.10328394,0.37119728
"Siedlecka_2021","4_Siedlecka_2021",0.943285861713106,0.162056439524595,0.463574233637395,0.91264564,0.08345508,0.18314907
"Siedlecka_2021","5_Siedlecka_2021",0.838331215134611,0.138088474238069,0.122329604524474,0.74650145,0.07437684,-0.24055624
"Siedlecka_2021","6_Siedlecka_2021",0.738183713455655,0.26156929235619,0.0866445593858567,0.6998758,0.06725808,-0.17427792
"Siedlecka_2021","7_Siedlecka_2021",0.348487647690655,0.1420073327523,0.359062748783326,0.8808053,0.08763192,-0.10134492
"Siedlecka_2021","8_Siedlecka_2021",0.568600862621671,0.196751920677181,0.151772158795031,0.77911115,0.0655104,0.32669267
"Siedlecka_2021","9_Siedlecka_2021",0.877055403761393,0.238503150743205,0.224969070640484,0.79765546,0.104015976,-0.18020643
"Siedlecka_2021","10_Siedlecka_2021",0.714629514200008,0.268372873517812,0.119129582162252,0.73792815,0.075173475,-0.31525236
"Siedlecka_2021","11_Siedlecka_2021",0.656596387876909,0.239081248021778,0.412512965553958,0.922681,0.049111526,-0.17424934
"Siedlecka_2021","12_Siedlecka_2021",0.603744023647509,0.234490660974293,0.306337820721276,0.8444778,0.1056477,-0.10361058
"Siedlecka_2021","13_Siedlecka_2021",0.727652045170842,0.233936033772779,0.165000656906228,0.77581537,0.07927918,-0.39414936
"Siedlecka_2021","14_Siedlecka_2021",0.718211732435876,0.248137712709701,0.148641836564105,0.7629139,0.08436483,0.6964134
"Siedlecka_2021","15_Siedlecka_2021",0.796194691126263,0.212261495713513,0.166003099291361,0.78491205,0.07354205,0.47480583
"Siedlecka_2021","16_Siedlecka_2021",0.557536140482267,0.232605038484147,0.548608316561729,0.9445986,0.059665494,-0.26295304
"Siedlecka_2021","18_Siedlecka_2021",0.685286381978111,0.243972833588999,0.167012633827671,0.7747562,0.08487509,0.068617724
"Siedlecka_2021","19_Siedlecka_2021",0.654766567581745,0.230666197939988,0.522920488862332,0.9576819,0.04282395,-0.64518946
"Siedlecka_2021","21_Siedlecka_2021",0.843126745435016,0.254309833305443,0.567225109869135,0.91804755,0.11346249,0.08685455
"Siedlecka_2021","22_Siedlecka_2021",0.43770894417511,0.172091924508174,0.0852511873423752,0.7188483,0.06086822,0.38896263
"Siedlecka_2021","23_Siedlecka_2021",0.830426677232928,0.227687244936588,0.210117172278086,0.8185543,0.07253276,0.081245564
"Siedlecka_2021","24_Siedlecka_2021",0.778408505216829,0.279659485790542,0.225632958497799,0.8206573,0.08019161,0.114936024
"Siedlecka_2021","25_Siedlecka_2021",0.668605525441511,0.238035185793273,0.14711212987711,0.77666926,0.07192284,-0.032575175
"Siedlecka_2021","26_Siedlecka_2021",0.488333349628949,0.138202497486027,0.238770876071346,0.8556355,0.044403613,0.26282525
"Siedlecka_2021","27_Siedlecka_2021",0.490122550470665,0.160699543187467,0.611588892267164,0.95836294,0.04532346,0.1548791
"Siedlecka_2021","28_Siedlecka_2021",0.691079020130973,0.170836277331046,0.119621926947434,0.74917054,0.060970522,0.023187334
"Siedlecka_2021","29_Siedlecka_2021",0.384339129677476,0.141362977315672,0.11789344205528,0.74521106,0.07088084,-0.49125853
"Siedlecka_2021","30_Siedlecka_2021",0.731633999246136,0.231688429451229,0.793007919246605,0.92579603,0.18107934,0.31813022
"Siedlecka_2021","31_Siedlecka_2021",0.669292456948824,0.229102708715613,0.0638732714791289,0.68178904,0.054613214,0.12819768
"Siedlecka_2021","32_Siedlecka_2021",0.727617241005528,0.274017757131137,0.362817302530126,0.8844402,0.08773643,0.21977024
"Siedlecka_2021","33_Siedlecka_2021",0.737326918065382,0.251519558610006,0.150008031447389,0.7776578,0.06845242,-0.11119212
"Siedlecka_2021","34_Siedlecka_2021",0.695674775173227,0.295344003823671,0.109190370143925,0.74561155,0.057972014,0.17427097
"Siedlecka_2021","35_Siedlecka_2021",0.839473491173376,0.218231721073469,0.16227436456687,0.78072023,0.07258772,0.19865873
"Siedlecka_2021","36_Siedlecka_2021",0.841570354457572,0.27217729174899,0.368191465106042,0.894531,0.071865015,-0.1939021
"Siedlecka_2021","37_Siedlecka_2021",0.572450053705693,0.196295408795283,0.62692515897823,0.96127075,0.051129196,-0.3974587
"Siedlecka_2021","38_Siedlecka_2021",0.421662833175484,0.190185755600673,0.268956183271577,0.8109911,0.12389596,0.28017995
"Siedlecka_2021","39_Siedlecka_2021",0.645742891934206,0.204814694123795,0.477094266965901,0.9512036,0.03876757,0.04416157
"Siedlecka_2021","40_Siedlecka_2021",0.630918663796848,0.279535406076101,0.103404174375015,0.7337545,0.06803531,0.012574071
"Siedlecka_2021","41_Siedlecka_2021",0.5461758509384,0.144152013412142,0.390289323227495,0.92761266,0.04590492,0.39303347
"Siedlecka_2021","42_Siedlecka_2021",0.412813266848584,0.161765524507871,0.576819315472365,0.915879,0.12317759,-0.17491056
"Siedlecka_2021","43_Siedlecka_2021",0.915991618390238,0.187357765069793,0.541960074822571,0.8746028,0.19091867,-0.00056059775
"Siedlecka_2021","44_Siedlecka_2021",0.77610566853591,0.146766835927671,0.090142577532682,0.72194237,0.06817413,-0.4587813
"Siedlecka_2021","45_Siedlecka_2021",0.699777654252362,0.272302383046074,0.742059090624333,0.93599623,0.12985441,-0.18115468
"Siedlecka_2021","46_Siedlecka_2021",0.758380835810456,0.250164797339871,0.249907097595656,0.81591684,0.10290286,-0.11763904
"Siedlecka_2021","47_Siedlecka_2021",0.742665167411468,0.221766158601202,0.365569861568004,0.87184185,0.1072868,-0.16426472
"Siedlecka_2021","48_Siedlecka_2021",0.67590977443609,0.281578438628853,0.471977507095474,0.9315585,0.06105951,0.12849118
"Siedlecka_2021","49_Siedlecka_2021",0.589019936939122,0.186063960889074,0.25233654594506,0.82764584,0.09304561,0.1727248
"Siedlecka_2021","50_Siedlecka_2021",0.61739084214392,0.250128524979431,0.182583593813309,0.80252963,0.06772353,-0.33629373
"Siedlecka_2021","51_Siedlecka_2021",0.700741304875091,0.238553093970432,0.348858105732598,0.8748705,0.09082862,0.57606196
"Siedlecka_2021","52_Siedlecka_2021",0.598568142721843,0.218088241587464,0.40031651515136,0.8819767,0.1043706,0.4815018
"Siedlecka_2021","53_Siedlecka_2021",0.637677301361512,0.267681237569269,0.451193315422727,0.91454244,0.08106529,0.017380191
"Siedlecka_2021","54_Siedlecka_2021",0.746666533354663,0.214729654155614,0.963153549071052,0.9801914,0.045393374,-0.16093847
"VanBoxtel_2019_Expt1","1_VanBoxtel_2019_Expt1",0.454540337711069,0.316115975323859,0.521651506438558,0.9245338,0.10376876,-0.23990175
"VanBoxtel_2019_Expt1","2_VanBoxtel_2019_Expt1",0.704671669793621,0.361001598797802,1.68541191255394,0.80589646,2.3688502,-0.9568901
"VanBoxtel_2019_Expt1","3_VanBoxtel_2019_Expt1",0.641313320825516,0.345822957832648,0.774965973028784,0.90291816,0.2583942,-0.032500554
"VanBoxtel_2019_Expt1","4_VanBoxtel_2019_Expt1",0.627073170731707,0.315747025725831,0.57388015398192,0.94680417,0.077830926,0.71880126
"VanBoxtel_2019_Expt1","5_VanBoxtel_2019_Expt1",0.429155722326454,0.402331098763199,0.488486660282653,0.8593172,0.27750468,0.7424755
"VanBoxtel_2019_Expt1","6_VanBoxtel_2019_Expt1",0.554015009380863,0.401074607555616,0.1036513673098,0.756106,0.08506516,0.3256988
"VanBoxtel_2019_Expt1","7_VanBoxtel_2019_Expt1",0.876998123827392,0.203862562286114,0.783836294426951,0.9615587,0.08481109,-0.9108633
"VanBoxtel_2019_Expt1","8_VanBoxtel_2019_Expt1",0.465684803001876,0.329902349435632,0.455810931059151,0.7974268,0.44893357,-0.3199137
"VanBoxtel_2019_Expt1","9_VanBoxtel_2019_Expt1",0.653076923076923,0.209459136525196,1.28052377055364,0.8752477,0.69246596,0.58436126
"VanBoxtel_2019_Expt1","10_VanBoxtel_2019_Expt1",0.336285178236398,0.300129023108967,0.30981285184292,0.9047629,0.061136518,0.3122557
"VanBoxtel_2019_Expt1","11_VanBoxtel_2019_Expt1",0.569906191369606,0.360202527797531,0.728076259880105,0.98195446,0.028358553,0.6622125
"VanBoxtel_2019_Expt1","12_VanBoxtel_2019_Expt1",0.429568480300188,0.428808053609864,0.486811205220107,0.9230252,0.09437595,0.012306326
"VanBoxtel_2019_Expt1","13_VanBoxtel_2019_Expt1",0.452063789868668,0.357039689822479,0.540053178408744,0.8427519,0.2703674,0.28219333
"VanBoxtel_2019_Expt1","14_VanBoxtel_2019_Expt1",0.500562851782364,0.422020509019898,0.632993915442829,0.9543465,0.068818845,0.31209034
"VanBoxtel_2019_Expt1","15_VanBoxtel_2019_Expt1",0.511913696060038,0.446469774038733,0.190918505885695,0.80787426,0.09940099,0.031644057
"VanBoxtel_2019_Expt1","16_VanBoxtel_2019_Expt1",0.27891181988743,0.394973507584679,0.756921995464559,0.86038035,0.4016445,-0.25146693
"VanBoxtel_2019_Expt1","17_VanBoxtel_2019_Expt1",0.612007504690432,0.238917898338316,0.340524979977521,0.7906173,0.4101456,0.076816715
"VanBoxtel_2019_Expt1","18_VanBoxtel_2019_Expt1",0.474352720450281,0.444397544027263,0.408364204108905,0.82898176,0.22963521,0.8581635
"VanBoxtel_2019_Expt1","19_VanBoxtel_2019_Expt1",0.582288930581614,0.365288665075081,0.155390815979954,0.7817088,0.09476893,0.39330512
"VanBoxtel_2019_Expt1","20_VanBoxtel_2019_Expt1",0.552776735459662,0.317392843855628,1.30480195603091,0.953743,0.22182712,0.41607592
"VanBoxtel_2019_Expt1","21_VanBoxtel_2019_Expt1",0.239493433395872,0.344812522459978,0.271898154594135,0.8469556,0.11841058,-0.07868213
"VanBoxtel_2019_Expt1","22_VanBoxtel_2019_Expt1",0.685272045028143,0.359888608010142,0.470318852315137,0.9247407,0.091152124,-0.049002357
"VanBoxtel_2019_Expt1","23_VanBoxtel_2019_Expt1",0.276022514071295,0.34434016928564,0.334721462038981,0.8645093,0.12192126,-0.6938911
"VanBoxtel_2019_Expt1","24_VanBoxtel_2019_Expt1",0.708799249530957,0.395377937853915,1.75419513668847,0.89862436,1.1166563,-0.39184576
"VanBoxtel_2019_Expt1","25_VanBoxtel_2019_Expt1",0.309043151969981,0.348669773249049,0.0901945047656251,0.7182567,0.08637499,0.21346271
"VanBoxtel_2019_Expt1","27_VanBoxtel_2019_Expt1",0.728611632270169,0.297364432383621,0.891550240928339,0.9180817,0.2385329,-1.1092563
"VanBoxtel_2019_Expt1","28_VanBoxtel_2019_Expt1",0.500562851782364,0.413208615708812,0.0787772465008056,0.72090524,0.06168733,-0.23105621
"VanBoxtel_2019_Expt1","29_VanBoxtel_2019_Expt1",0.475384615384615,0.433287588336222,0.135378180984206,0.78109753,0.08678796,-0.17625839
"VanBoxtel_2019_Expt1","30_VanBoxtel_2019_Expt1",0.350525328330206,0.323679524755674,0.104990107074133,0.7074564,0.10103069,0.23190668
"VanBoxtel_2019_Expt1","31_VanBoxtel_2019_Expt1",0.591782363977486,0.381989079995371,0.594477343228858,0.9305024,0.12833585,-0.12196962
"VanBoxtel_2019_Expt1","32_VanBoxtel_2019_Expt1",0.519136960600375,0.35610429436346,0.72723886709204,0.8579786,0.3842582,-0.045667477
"VanBoxtel_2019_Expt1","33_VanBoxtel_2019_Expt1",0.538742964352721,0.352663717968594,0.248500365607955,0.84264636,0.105102114,0.7545886
"VanBoxtel_2019_Expt1","34_VanBoxtel_2019_Expt1",0.401913696060038,0.356954809431468,0.385929150816544,0.88616043,0.123929836,-0.23965712
"VanBoxtel_2019_Expt1","35_VanBoxtel_2019_Expt1",0.780825515947467,0.330892628149295,0.164050757837549,0.78800565,0.10290842,0.0854434
"VanBoxtel_2019_Expt1","36_VanBoxtel_2019_Expt1",0.465272045028143,0.350875943636118,1.0611405235475,0.89389604,0.44118494,-0.25709987
"VanBoxtel_2019_Expt1","37_VanBoxtel_2019_Expt1",0.473939962476548,0.410571641420437,0.95023717650497,0.752803,1.3285156,-0.4334866
"VanBoxtel_2019_Expt1","39_VanBoxtel_2019_Expt1",0.683827392120075,0.379215955824093,1.07175264634376,0.97964424,0.06744446,0.36914867
"VanBoxtel_2019_Expt1","40_VanBoxtel_2019_Expt1",0.583114446529081,0.387918363971804,0.224123848897094,0.7748704,0.14748955,0.24926728
"VanBoxtel_2019_Expt1","41_VanBoxtel_2019_Expt1",0.436998123827392,0.32098155058547,0.272016882287579,0.83228266,0.1306957,-0.014088552
"VanBoxtel_2019_Expt1","43_VanBoxtel_2019_Expt1",0.545966228893058,0.351703597701275,0.202714084720488,0.792896,0.1446247,-0.20295046
"VanBoxtel_2019_Expt1","44_VanBoxtel_2019_Expt1",0.236397748592871,0.357782814809698,0.0986779471175563,0.75264704,0.063554645,0.052396026
"VanBoxtel_2019_Expt1","45_VanBoxtel_2019_Expt1",0.520375234521576,0.422086549900091,0.593031180239257,0.85876626,0.48438206,-0.16686623
"VanBoxtel_2019_Expt2","1_VanBoxtel_2019_Expt2",0.602720450281426,0.28110441278893,0.774330096754888,0.88367516,0.3116943,-0.81465024
"VanBoxtel_2019_Expt2","2_VanBoxtel_2019_Expt2",0.643996247654784,0.368264512171054,0.360113153529995,0.9077797,0.08209814,-0.14641148
"VanBoxtel_2019_Expt2","3_VanBoxtel_2019_Expt2",0.470844277673546,0.275853392236208,0.210905990108533,0.85367686,0.08086491,-0.05610042
"VanBoxtel_2019_Expt2","4_VanBoxtel_2019_Expt2",0.426266416510319,0.25021844087076,0.168559966309417,0.8160626,0.12507784,0.23131457
"VanBoxtel_2019_Expt2","5_VanBoxtel_2019_Expt2",0.452889305816135,0.305538826661528,0.507162044840337,0.87681925,0.25212964,0.900466
"VanBoxtel_2019_Expt2","6_VanBoxtel_2019_Expt2",0.0956472795497186,0.177685905511137,0.906417998001605,0.95301574,0.13311468,-0.43116432
"VanBoxtel_2019_Expt2","7_VanBoxtel_2019_Expt2",0.754202626641651,0.407264415765164,0.159955695915703,0.8342635,0.0801594,-0.87511754
"VanBoxtel_2019_Expt2","8_VanBoxtel_2019_Expt2",0.319155722326454,0.327992872325121,0.790846369736757,0.9362551,0.15807064,-0.03116913
"VanBoxtel_2019_Expt2","9_VanBoxtel_2019_Expt2",0.835515947467167,0.184174492381932,0.915868241398225,0.9457129,0.13843523,0.55279577
"VanBoxtel_2019_Expt2","10_VanBoxtel_2019_Expt2",0.676810506566604,0.327337586994689,0.444521546176703,0.9252077,0.067575485,-0.63701797
"VanBoxtel_2019_Expt2","11_VanBoxtel_2019_Expt2",0.36827392120075,0.282522204453177,0.541008919987354,0.96135354,0.039212942,-0.11443415
"VanBoxtel_2019_Expt2","12_VanBoxtel_2019_Expt2",0.602101313320826,0.415990260839624,0.560243712784119,0.88622856,0.2160135,0.45257896
"VanBoxtel_2019_Expt2","13_VanBoxtel_2019_Expt2",0.709831144465291,0.292529273279248,0.873652464946093,0.9389695,0.19508724,-1.0823822
"VanBoxtel_2019_Expt2","15_VanBoxtel_2019_Expt2",0.596941838649156,0.254123374281207,0.818032875775892,0.88105243,0.3178218,-0.5419383
"VanBoxtel_2019_Expt2","16_VanBoxtel_2019_Expt2",0.268799249530957,0.253174209932916,1.47922052133307,0.8881694,0.78557473,-0.2892663
"VanBoxtel_2019_Expt2","19_VanBoxtel_2019_Expt2",0.162926829268293,0.1952846874715,0.205489075790758,0.8505973,0.0763969,0.014112977
"VanBoxtel_2019_Expt2","20_VanBoxtel_2019_Expt2",0.539362101313321,0.378156013839647,0.719465890233069,0.964568,0.061491124,1.1325127
"VanBoxtel_2019_Expt2","22_VanBoxtel_2019_Expt2",0.422757973733583,0.371247042133352,0.18741149976083,0.81017166,0.102610126,0.5738804
"VanBoxtel_2019_Expt2","23_VanBoxtel_2019_Expt2",0.464446529080675,0.354837731231869,0.568926638062052,0.8988002,0.18209614,2.223559
"VanBoxtel_2019_Expt2","24_VanBoxtel_2019_Expt2",0.558761726078799,0.348609384935495,0.267615300358531,0.84938145,0.09116746,0.67190313
"VanBoxtel_2019_Expt2","25_VanBoxtel_2019_Expt2",0.761013133208255,0.24115434575334,1.08597188768107,0.9026775,0.426587,0.93954873
"VanBoxtel_2019_Expt2","26_VanBoxtel_2019_Expt2",0.713133208255159,0.285452238329129,0.372305816436481,0.8143485,0.22480604,-0.034819447
"VanBoxtel_2019_Expt2","27_VanBoxtel_2019_Expt2",0.626866791744841,0.467834065168748,1.26080413382726,0.96438783,0.17995396,-1.5256206
"VanBoxtel_2019_Expt2","28_VanBoxtel_2019_Expt2",0.733151969981238,0.410393682959821,0.689078993173145,0.9392366,0.11472774,1.284054
"VanBoxtel_2019_Expt2","29_VanBoxtel_2019_Expt2",0.636360225140713,0.361759205096483,0.406338695586351,0.87829787,0.12927678,1.1676989
"VanBoxtel_2019_Expt2","30_VanBoxtel_2019_Expt2",0.52656660412758,0.377660815116561,0.638224924066324,0.8893688,0.2079163,0.07769735
"VanBoxtel_2019_Expt2","32_VanBoxtel_2019_Expt2",0.112983114446529,0.158635985229766,0.819819304370227,0.8599444,0.37616068,0.12441866
"VanBoxtel_2019_Expt2","34_VanBoxtel_2019_Expt2",0.677016885553471,0.307251400923198,0.544219310962128,0.8953028,0.24684484,1.1293899
"VanBoxtel_2019_Expt2","35_VanBoxtel_2019_Expt2",0.778761726078799,0.340099694779353,0.849666567438464,0.965653,0.07460161,0.1567427
"VanBoxtel_2019_Expt2","36_VanBoxtel_2019_Expt2",0.26343339587242,0.226215601879224,0.0812298322790615,0.7592657,0.04366923,-0.33299598
"VanBoxtel_2019_Expt2","37_VanBoxtel_2019_Expt2",0.205028142589118,0.267817365493847,2.3267124417139,0.7206014,5.0392966,-0.55447584
"Wang_2018","3_Wang_2018",0.860258449304175,0.251813408761038,0.213404732157536,0.7928198,0.09941033,-0.5791812
"Wang_2018","4_Wang_2018",0.446822709163347,0.30807805871517,0.342521502441437,0.85965055,0.10785008,0.36566934
"Wang_2018","7_Wang_2018",0.750512048192771,0.347183680352114,0.668520755150492,0.94454235,0.091219775,0.67710173
"Wang_2018","8_Wang_2018",0.873051689860835,0.225214110857225,0.366413079631639,0.8394082,0.1728006,-0.7167051
"Wang_2018","10_Wang_2018",0.548350305498982,0.394503469236587,0.234384240677459,0.79116637,0.12711681,0.32889432
"Wang_2018","11_Wang_2018",0.786586826347305,0.275492517041947,0.828344055423655,0.93514496,0.1694025,0.47241423
"Wang_2018","12_Wang_2018",0.780546719681909,0.304638361306414,0.160623710670961,0.774235,0.10444024,0.061105993
"Wang_2018","14_Wang_2018",0.723236472945892,0.374470437587391,0.363963836007741,0.855607,0.13507473,0.2265164
"Wang_2018","15_Wang_2018",0.890881763527054,0.254605814014953,0.115694901822841,0.74894565,0.0832157,0.6844577
"Wang_2018","17_Wang_2018",0.63766,0.337583544769882,0.213310663586772,0.7845773,0.13239618,-0.11976258
"Wang_2018","18_Wang_2018",0.640805168986084,0.377614125928465,0.312037337602297,0.7921903,0.22929254,-0.2949124
"Wang_2018","20_Wang_2018",0.74854,0.253593153248958,0.0995437607173753,0.7262136,0.10758864,0.28562132
"Wang_2018","23_Wang_2018",0.601633466135458,0.371944935501812,0.148520761681596,0.75245523,0.09719655,-0.31230155
"Wang_2018","24_Wang_2018",0.713578629032258,0.355235227042953,0.230403006024076,0.8225549,0.09008053,-0.48093876
"Wang_2018","25_Wang_2018",0.855049800796813,0.267174256512999,0.748432143037507,0.91525847,0.22785793,0.5952994
"Wang_2018","27_Wang_2018",0.844512922465209,0.274495029548843,0.237804746902938,0.80778325,0.13107035,0.24650678
"Wang_2018","28_Wang_2018",0.566013916500994,0.332392429061762,0.362623087550881,0.7242275,0.51625675,-0.33869335
"Wang_2018","29_Wang_2018",0.623091451292247,0.299171058589049,0.88220828031574,0.9590768,0.116743155,-0.6989441
"Wang_2018","30_Wang_2018",0.619155069582505,0.379618349718993,0.133869440418644,0.76776826,0.09824667,0.58026606
"Wang_2018","31_Wang_2018",0.567982107355865,0.270452906398903,0.259195044510561,0.82121986,0.10973152,-1.2205818
"Wang_2018","34_Wang_2018",0.39949203187251,0.326668282211556,0.104772018274195,0.72088784,0.083551265,0.25205734
"Wang_2018","35_Wang_2018",0.423657314629259,0.272141589951866,0.383312512624908,0.81299466,0.2308747,-0.13122919
"Wang_2018","36_Wang_2018",0.386953907815631,0.346926609196287,0.186509424708712,0.7773242,0.12803008,0.1641541
"Yeon_unpub_Exp2","1_Yeon_unpub_Exp2",0.643566958698373,0.3079394981908,0.777668761748677,0.88106847,0.30046064,-0.062130317
"Yeon_unpub_Exp2","2_Yeon_unpub_Exp2",0.34,0.283751718222084,0.165672187626894,0.8525673,0.05300365,0.05110211
"Yeon_unpub_Exp2","3_Yeon_unpub_Exp2",0.502728410513141,0.317719497795698,0.205727899134436,0.8546063,0.07413393,0.3496292
"Yeon_unpub_Exp2","4_Yeon_unpub_Exp2",0.390387984981227,0.30358752959589,0.160439895327649,0.85297614,0.05380735,0.5000365
"Yeon_unpub_Exp2","5_Yeon_unpub_Exp2",0.556420525657071,0.338240254187917,4.31295703409423,0.92015713,5.4745283,-0.28768805
"Yeon_unpub_Exp2","6_Yeon_unpub_Exp2",0.667521902377972,0.291334526316304,0.746651181978169,0.868373,0.33518034,-0.16882047
"Yeon_unpub_Exp2","8_Yeon_unpub_Exp2",0.700976220275344,0.340173254081228,0.414693088171676,0.8738897,0.13346313,0.356935
"Yeon_unpub_Exp2","9_Yeon_unpub_Exp2",0.810012515644556,0.277224653692799,1.15744841563182,0.9041178,0.42174074,0.6576669
"Yeon_unpub_Exp2","10_Yeon_unpub_Exp2",0.462252816020025,0.39031146378355,0.222777988261111,0.860606,0.069505446,0.17590097
"Yeon_unpub_Exp2","11_Yeon_unpub_Exp2",0.70386733416771,0.101561430830597,2.48281771593927,0.9026984,1.7220469,0.28360492
"Yeon_unpub_Exp2","12_Yeon_unpub_Exp2",0.235919899874844,0.274093856548234,0.141897425737425,0.84226304,0.060024325,0.90962505
"Yeon_unpub_Exp2","13_Yeon_unpub_Exp2",0.487859824780976,0.293118314407463,1.57219751989231,0.8990933,0.7541747,0.09555382
"Yeon_unpub_Exp2","14_Yeon_unpub_Exp2",0.639436795994994,0.402498846584063,0.625358679254569,0.87427825,0.2579456,1.3053855
"Yeon_unpub_Exp2","15_Yeon_unpub_Exp2",0.527509386733417,0.387097262099996,0.666174732961742,0.86402154,0.2740287,0.115854315
"Yeon_unpub_Exp2","16_Yeon_unpub_Exp2",0.434993742177722,0.235902190153433,0.475506955747037,0.8972039,0.10494897,-0.12394823
"Yeon_unpub_Exp2","17_Yeon_unpub_Exp2",0.301589486858573,0.20036208249033,0.483849130644794,0.8809676,0.14852412,0.46613657
"Yeon_unpub_Exp2","18_Yeon_unpub_Exp2",0.471752190237797,0.333218050742205,0.701555388665084,0.8768949,0.26448834,-0.14224862
"Yeon_unpub_Exp2","19_Yeon_unpub_Exp2",0.465143929912391,0.308652497106374,1.23220693306067,0.85125166,0.86168164,0.80798507
"Yeon_unpub_Exp2","20_Yeon_unpub_Exp2",0.495707133917397,0.357991080014707,0.153097299891703,0.84310055,0.059439737,-0.1704928
"Yeon_unpub_Exp2","22_Yeon_unpub_Exp2",0.499837296620776,0.336055325079796,1.24861718029679,0.88216794,0.67418915,-0.0511654
"Yeon_unpub_Exp2","24_Yeon_unpub_Exp2",0.895919899874844,0.194256821950158,0.541765472221002,0.9072948,0.12215102,1.2639686
"Yeon_unpub_Exp2","25_Yeon_unpub_Exp2",0.910375469336671,0.219813338901205,0.233742639073457,0.8725056,0.0597187,-0.025520677
"Yeon_unpub_Exp2","26_Yeon_unpub_Exp2",0.540312891113892,0.287241268077454,0.747591243738959,0.9000671,0.20923989,0.16948637
"Yeon_unpub_Exp2","28_Yeon_unpub_Exp2",0.708410513141427,0.228372473508198,0.145895376284365,0.8500331,0.049715087,-0.36000335
"Yeon_unpub_Exp2","29_Yeon_unpub_Exp2",0.439123904881101,0.313873022259043,1.00841212121995,0.8915564,0.4081592,-0.40883455
"Yeon_unpub_Exp2","30_Yeon_unpub_Exp2",0.477947434292866,0.296540271416429,0.387659041035146,0.90405923,0.073263645,0.022797374
"Yeon_unpub_Exp2","31_Yeon_unpub_Exp2",0.546508135168961,0.266671579756874,0.662922396164343,0.8753165,0.24839447,0.39450565
"Yeon_unpub_Exp2","32_Yeon_unpub_Exp2",0.692715894868586,0.291629263283329,0.33331792358158,0.8704802,0.103058256,-0.030456934
"Yeon_unpub_Exp2","33_Yeon_unpub_Exp2",0.488272841051314,0.270882750118188,0.245361543453348,0.8558707,0.08346149,0.57188666
"Yeon_unpub_Exp2","34_Yeon_unpub_Exp2",0.510162703379224,0.263698579656742,1.96228379759334,0.8793896,1.4200741,-0.23203537
"Yeon_unpub_Exp2","35_Yeon_unpub_Exp2",0.503967459324155,0.256932753930935,0.343104413126779,0.87889224,0.09314879,0.3274156
"Yeon_unpub_Exp2","36_Yeon_unpub_Exp2",0.341652065081352,0.26893184067704,0.783794776343894,0.88325346,0.30659485,0.5845696
"Yeon_unpub_Exp2","37_Yeon_unpub_Exp2",0.523792240300375,0.326081023634923,0.158991858116185,0.8534475,0.050572705,-0.18242832
"Yeon_unpub_Exp2","38_Yeon_unpub_Exp2",0.550225281602003,0.232097225569225,1.23194078160248,0.9235308,0.35979402,0.6332726
